5500,	0.733046,	-6.75013e-05, -0.0243809, 0.00738779, -0.00668048, 0.00994618, 
5600,	0.72638,	-6.58573e-05, -0.0240509, 0.00727009, -0.00643322, 0.00974876, 
5700,	0.719875,	-6.4257e-05, -0.0237266, 0.00715469, -0.00619096, 0.00955489, 
5800,	0.713529,	-6.2699e-05, -0.0234078, 0.00704154, -0.00595362, 0.0093645, 
5900,	0.707336,	-6.11822e-05, -0.0230944, 0.00693059, -0.00572111, 0.00917754, 
6000,	0.701292,	-5.97053e-05, -0.0227863, 0.00682182, -0.00549332, 0.00899393, 
6100,	0.695395,	-5.82671e-05, -0.0224835, 0.00671517, -0.00527017, 0.00881362, 
6200,	0.689639,	-5.68664e-05, -0.0221858, 0.00661061, -0.00505158, 0.00863654, 
6300,	0.684022,	-5.55021e-05, -0.0218931, 0.0065081, -0.00483746, 0.00846265, 
6400,	0.678539,	-5.41732e-05, -0.0216054, 0.00640759, -0.00462772, 0.00829188, 
6500,	0.673187,	-5.28785e-05, -0.0213226, 0.00630906, -0.00442229, 0.00812417, 
6600,	0.667963,	-5.16172e-05, -0.0210445, 0.00621246, -0.00422107, 0.00795946, 
6700,	0.662864,	-5.03881e-05, -0.0207712, 0.00611775, -0.004024, 0.00779771, 
6800,	0.657886,	-4.91904e-05, -0.0205024, 0.00602491, -0.003831, 0.00763887, 
6900,	0.653026,	-4.80232e-05, -0.0202381, 0.00593389, -0.00364198, 0.00748287, 
7000,	0.648281,	-4.68854e-05, -0.0199783, 0.00584466, -0.00345687, 0.00732966, 
7100,	0.643649,	-4.57764e-05, -0.0197229, 0.00575719, -0.0032756, 0.0071792, 
7200,	0.639126,	-4.46952e-05, -0.0194717, 0.00567145, -0.0030981, 0.00703144, 
7300,	0.63471,	-4.36411e-05, -0.0192247, 0.00558739, -0.00292429, 0.00688632, 
7400,	0.630398,	-4.26132e-05, -0.0189819, 0.00550499, -0.00275411, 0.0067438, 
7500,	0.626188,	-4.16108e-05, -0.0187431, 0.00542422, -0.00258748, 0.00660383, 
7600,	0.622076,	-4.06333e-05, -0.0185083, 0.00534505, -0.00242435, 0.00646637, 
7700,	0.618061,	-3.96797e-05, -0.0182775, 0.00526744, -0.00226464, 0.00633137, 
7800,	0.61414,	-3.87496e-05, -0.0180504, 0.00519137, -0.00210828, 0.00619878, 
7900,	0.610311,	-3.78422e-05, -0.0178271, 0.00511681, -0.00195523, 0.00606857, 
8000,	0.606572,	-3.69569e-05, -0.0176076, 0.00504372, -0.0018054, 0.00594068, 
8100,	0.60292,	-3.6093e-05, -0.0173917, 0.00497208, -0.00165875, 0.00581508, 
8200,	0.599354,	-3.525e-05, -0.0171793, 0.00490187, -0.00151521, 0.00569172, 
8300,	0.59587,	-3.44272e-05, -0.0169705, 0.00483305, -0.00137473, 0.00557057, 
8400,	0.592468,	-3.36242e-05, -0.0167651, 0.0047656, -0.00123723, 0.00545158, 
8500,	0.589146,	-3.28403e-05, -0.016563, 0.00469949, -0.00110268, 0.00533472, 
8600,	0.5859,	-3.2075e-05, -0.0163644, 0.0046347, -0.000971013, 0.00521994, 
8700,	0.582731,	-3.13278e-05, -0.0161689, 0.00457121, -0.000842171, 0.00510722, 
8800,	0.579635,	-3.05982e-05, -0.0159767, 0.00450898, -0.000716103, 0.0049965, 
8900,	0.576611,	-2.98857e-05, -0.0157876, 0.00444799, -0.000592758, 0.00488776, 
9000,	0.573658,	-2.91899e-05, -0.0156017, 0.00438822, -0.000472082, 0.00478096, 
9100,	0.570773,	-2.85103e-05, -0.0154187, 0.00432965, -0.000354025, 0.00467607, 
9200,	0.567956,	-2.78465e-05, -0.0152388, 0.00427225, -0.000238538, 0.00457305, 
9300,	0.565204,	-2.71979e-05, -0.0150617, 0.004216, -0.000125571, 0.00447186, 
9400,	0.562517,	-2.65643e-05, -0.0148876, 0.00416088, -1.5077e-05, 0.00437248, 
9500,	0.559892,	-2.59452e-05, -0.0147162, 0.00410686, 9.29919e-05, 0.00427486, 
9600,	0.557328,	-2.53402e-05, -0.0145477, 0.00405393, 0.000198682, 0.00417899, 
9700,	0.554824,	-2.4749e-05, -0.0143819, 0.00400207, 0.000302037, 0.00408482, 
9800,	0.552378,	-2.41711e-05, -0.0142187, 0.00395125, 0.000403104, 0.00399233, 
9900,	0.54999,	-2.36063e-05, -0.0140582, 0.00390145, 0.000501925, 0.00390149, 
10000,	0.547657,	-2.30541e-05, -0.0139003, 0.00385266, 0.000598543, 0.00381226, 
10100,	0.545379,	-2.25143e-05, -0.0137449, 0.00380485, 0.000693001, 0.00372463, 
10200,	0.543154,	-2.19865e-05, -0.013592, 0.00375801, 0.000785339, 0.00363855, 
10300,	0.540982,	-2.14704e-05, -0.0134415, 0.00371212, 0.000875599, 0.003554, 
10400,	0.53886,	-2.09657e-05, -0.0132934, 0.00366716, 0.00096382, 0.00347095, 
10500,	0.536789,	-2.04722e-05, -0.0131478, 0.0036231, 0.00105004, 0.00338938, 
10600,	0.534766,	-1.99894e-05, -0.0130044, 0.00357994, 0.0011343, 0.00330926, 
10700,	0.532791,	-1.95172e-05, -0.0128633, 0.00353766, 0.00121663, 0.00323056, 
10800,	0.530863,	-1.90552e-05, -0.0127244, 0.00349624, 0.00129708, 0.00315327, 
10900,	0.52898,	-1.86032e-05, -0.0125878, 0.00345566, 0.00137568, 0.00307734, 
11000,	0.527142,	-1.8161e-05, -0.0124533, 0.0034159, 0.00145246, 0.00300276, 
11100,	0.525348,	-1.77283e-05, -0.0123209, 0.00337696, 0.00152746, 0.00292951, 
11200,	0.523597,	-1.73048e-05, -0.0121906, 0.00333881, 0.00160072, 0.00285755, 
11300,	0.521887,	-1.68904e-05, -0.0120624, 0.00330144, 0.00167226, 0.00278688, 
11400,	0.520219,	-1.64847e-05, -0.0119361, 0.00326484, 0.00174213, 0.00271745, 
11500,	0.51859,	-1.60877e-05, -0.0118119, 0.00322898, 0.00181034, 0.00264926, 
11600,	0.517001,	-1.5699e-05, -0.0116895, 0.00319386, 0.00187694, 0.00258228, 
11700,	0.515451,	-1.53185e-05, -0.0115691, 0.00315946, 0.00194196, 0.00251648, 
11800,	0.513938,	-1.49459e-05, -0.0114506, 0.00312577, 0.00200543, 0.00245185, 
11900,	0.512462,	-1.4581e-05, -0.0113339, 0.00309277, 0.00206737, 0.00238836, 
12000,	0.511022,	-1.42238e-05, -0.011219, 0.00306045, 0.00212781, 0.002326, 
12100,	0.509617,	-1.38739e-05, -0.0111059, 0.00302879, 0.00218679, 0.00226475, 
12200,	0.508247,	-1.35312e-05, -0.0109945, 0.00299779, 0.00224434, 0.00220458, 
12300,	0.506911,	-1.31956e-05, -0.0108848, 0.00296742, 0.00230047, 0.00214547, 
12400,	0.505608,	-1.28668e-05, -0.0107769, 0.00293769, 0.00235523, 0.00208741, 
12500,	0.504338,	-1.25447e-05, -0.0106705, 0.00290857, 0.00240862, 0.00203037, 
12600,	0.503099,	-1.22291e-05, -0.0105658, 0.00288005, 0.0024607, 0.00197435, 
12700,	0.501892,	-1.19199e-05, -0.0104627, 0.00285213, 0.00251146, 0.00191931, 
12800,	0.500715,	-1.16169e-05, -0.0103612, 0.00282478, 0.00256096, 0.00186525, 
12900,	0.499569,	-1.132e-05, -0.0102612, 0.00279801, 0.00260919, 0.00181215, 
13000,	0.498451,	-1.1029e-05, -0.0101627, 0.00277179, 0.00265621, 0.00175998, 
13100,	0.497363,	-1.07438e-05, -0.0100657, 0.00274611, 0.00270201, 0.00170874, 
13200,	0.496303,	-1.04643e-05, -0.00997017, 0.00272098, 0.00274664, 0.0016584, 
13300,	0.49527,	-1.01903e-05, -0.00987608, 0.00269636, 0.00279011, 0.00160894, 
13400,	0.494265,	-9.92163e-06, -0.00978339, 0.00267227, 0.00283244, 0.00156037, 
13500,	0.493286,	-9.65828e-06, -0.00969208, 0.00264867, 0.00287367, 0.00151265, 
13600,	0.492333,	-9.40007e-06, -0.00960214, 0.00262557, 0.0029138, 0.00146577, 
13700,	0.491406,	-9.14689e-06, -0.00951354, 0.00260296, 0.00295286, 0.00141972, 
13800,	0.490504,	-8.89862e-06, -0.00942625, 0.00258082, 0.00299088, 0.00137448, 
13900,	0.489626,	-8.65515e-06, -0.00934026, 0.00255914, 0.00302786, 0.00133004, 
14000,	0.488773,	-8.41637e-06, -0.00925553, 0.00253793, 0.00306384, 0.00128638, 
14100,	0.487943,	-8.18217e-06, -0.00917205, 0.00251716, 0.00309884, 0.0012435, 
14200,	0.487136,	-7.95245e-06, -0.0090898, 0.00249682, 0.00313286, 0.00120137, 
14300,	0.486353,	-7.72711e-06, -0.00900875, 0.00247692, 0.00316594, 0.00115998, 
14400,	0.485591,	-7.50605e-06, -0.00892888, 0.00245744, 0.00319808, 0.00111932, 
14500,	0.484852,	-7.28918e-06, -0.00885018, 0.00243837, 0.00322932, 0.00107938, 
14600,	0.484133,	-7.07639e-06, -0.00877262, 0.00241971, 0.00325966, 0.00104014, 
14700,	0.483436,	-6.86761e-06, -0.00869618, 0.00240144, 0.00328912, 0.00100159, 
14800,	0.48276,	-6.66274e-06, -0.00862085, 0.00238356, 0.00331773, 0.000963724, 
14900,	0.482104,	-6.4617e-06, -0.0085466, 0.00236606, 0.00334549, 0.000926523, 
15000,	0.481468,	-6.26439e-06, -0.00847342, 0.00234894, 0.00337243, 0.000889977, 
15100,	0.480851,	-6.07075e-06, -0.00840129, 0.00233218, 0.00339857, 0.000854074, 
15200,	0.480254,	-5.88069e-06, -0.00833018, 0.00231578, 0.00342391, 0.000818802, 
15300,	0.479675,	-5.69413e-06, -0.00826009, 0.00229973, 0.00344847, 0.000784152, 
15400,	0.479115,	-5.511e-06, -0.00819099, 0.00228402, 0.00347227, 0.000750111, 
15500,	0.478573,	-5.33122e-06, -0.00812287, 0.00226865, 0.00349533, 0.00071667, 
15600,	0.478049,	-5.15472e-06, -0.00805571, 0.00225361, 0.00351766, 0.000683816, 
15700,	0.477542,	-4.98143e-06, -0.00798949, 0.00223889, 0.00353927, 0.000651541, 
15800,	0.477052,	-4.81128e-06, -0.0079242, 0.00222449, 0.00356018, 0.000619833, 
15900,	0.47658,	-4.64421e-06, -0.00785983, 0.0022104, 0.0035804, 0.000588682, 
16000,	0.476124,	-4.48016e-06, -0.00779634, 0.00219662, 0.00359995, 0.00055808, 
16100,	0.475684,	-4.31904e-06, -0.00773375, 0.00218313, 0.00361884, 0.000528015, 
16200,	0.47526,	-4.16082e-06, -0.00767201, 0.00216993, 0.00363708, 0.000498479, 
16300,	0.474852,	-4.00541e-06, -0.00761113, 0.00215702, 0.00365469, 0.000469463, 
16400,	0.474459,	-3.85278e-06, -0.00755109, 0.00214439, 0.00367168, 0.000440956, 
16500,	0.474081,	-3.70285e-06, -0.00749186, 0.00213204, 0.00368806, 0.000412951, 
16600,	0.473718,	-3.55557e-06, -0.00743345, 0.00211995, 0.00370385, 0.000385437, 
16700,	0.47337,	-3.41089e-06, -0.00737583, 0.00210813, 0.00371905, 0.000358407, 
16800,	0.473036,	-3.26876e-06, -0.00731899, 0.00209656, 0.00373368, 0.000331853, 
16900,	0.472716,	-3.12912e-06, -0.00726293, 0.00208525, 0.00374775, 0.000305765, 
17000,	0.472411,	-2.99191e-06, -0.00720761, 0.00207418, 0.00376127, 0.000280135, 
17100,	0.472118,	-2.8571e-06, -0.00715304, 0.00206335, 0.00377426, 0.000254956, 
17200,	0.471839,	-2.72464e-06, -0.0070992, 0.00205277, 0.00378672, 0.000230219, 
17300,	0.471573,	-2.59447e-06, -0.00704608, 0.00204241, 0.00379866, 0.000205917, 
17400,	0.47132,	-2.46654e-06, -0.00699366, 0.00203228, 0.0038101, 0.000182042, 
17500,	0.47108,	-2.34083e-06, -0.00694193, 0.00202238, 0.00382105, 0.000158586, 
17600,	0.470852,	-2.21727e-06, -0.00689089, 0.00201269, 0.00383151, 0.000135543, 
17700,	0.470637,	-2.09583e-06, -0.00684052, 0.00200322, 0.00384149, 0.000112905, 
17800,	0.470433,	-1.97646e-06, -0.0067908, 0.00199395, 0.00385102, 9.06644e-05, 
17900,	0.470241,	-1.85913e-06, -0.00674174, 0.00198489, 0.00386009, 6.88148e-05, 
18000,	0.470061,	-1.74379e-06, -0.00669331, 0.00197603, 0.00386871, 4.73494e-05, 
18100,	0.469893,	-1.63041e-06, -0.00664551, 0.00196736, 0.0038769, 2.62612e-05, 
18200,	0.469735,	-1.51894e-06, -0.00659833, 0.00195889, 0.00388466, 5.5438e-06, 
18300,	0.469589,	-1.40935e-06, -0.00655175, 0.00195061, 0.003892, -1.48093e-05, 
18400,	0.469453,	-1.3016e-06, -0.00650577, 0.00194251, 0.00389894, -3.48046e-05, 
18500,	0.469329,	-1.19566e-06, -0.00646037, 0.00193459, 0.00390547, -5.44482e-05, 
18600,	0.469214,	-1.0915e-06, -0.00641555, 0.00192684, 0.00391162, -7.37463e-05, 
18700,	0.46911,	-9.89065e-07, -0.0063713, 0.00191927, 0.00391738, -9.27049e-05, 
18800,	0.469017,	-8.88338e-07, -0.0063276, 0.00191187, 0.00392276, -0.00011133, 
18900,	0.468933,	-7.89283e-07, -0.00628445, 0.00190463, 0.00392778, -0.000129627, 
19000,	0.468859,	-6.91867e-07, -0.00624184, 0.00189755, 0.00393244, -0.000147603, 
19100,	0.468794,	-5.96059e-07, -0.00619977, 0.00189063, 0.00393675, -0.000165261, 
19200,	0.46874,	-5.01829e-07, -0.00615821, 0.00188387, 0.00394071, -0.000182609, 
19300,	0.468694,	-4.09147e-07, -0.00611716, 0.00187726, 0.00394433, -0.000199651, 
19400,	0.468658,	-3.17984e-07, -0.00607662, 0.00187079, 0.00394763, -0.000216394, 
19500,	0.468631,	-2.28311e-07, -0.00603658, 0.00186447, 0.0039506, -0.000232841, 
19600,	0.468612,	-1.40101e-07, -0.00599703, 0.00185829, 0.00395326, -0.000248998, 
19700,	0.468603,	-5.33249e-08, -0.00595795, 0.00185225, 0.00395561, -0.00026487, 
19800,	0.468602,	3.20424e-08, -0.00591935, 0.00184635, 0.00395765, -0.000280462, 
19900,	0.468609,	1.16027e-07, -0.00588121, 0.00184058, 0.00395941, -0.000295779, 
20000,	0.468625,	1.98656e-07, -0.00584353, 0.00183494, 0.00396087, -0.000310826, 
20100,	0.468649,	2.79953e-07, -0.0058063, 0.00182943, 0.00396205, -0.000325607, 
20200,	0.468681,	3.59942e-07, -0.00576951, 0.00182404, 0.00396295, -0.000340127, 
20300,	0.468721,	4.38649e-07, -0.00573315, 0.00181877, 0.00396359, -0.000354391, 
20400,	0.468769,	5.16096e-07, -0.00569723, 0.00181362, 0.00396395, -0.000368402, 
20500,	0.468824,	5.92306e-07, -0.00566172, 0.00180858, 0.00396406, -0.000382165, 
20600,	0.468887,	6.67301e-07, -0.00562663, 0.00180366, 0.00396392, -0.000395685, 
20700,	0.468958,	7.41104e-07, -0.00559195, 0.00179885, 0.00396353, -0.000408966, 
20800,	0.469035,	8.13737e-07, -0.00555767, 0.00179415, 0.0039629, -0.000422011, 
20900,	0.46912,	8.85219e-07, -0.00552378, 0.00178956, 0.00396204, -0.000434825, 
21000,	0.469212,	9.55573e-07, -0.00549028, 0.00178507, 0.00396094, -0.000447412, 
21100,	0.469312,	1.02482e-06, -0.00545716, 0.00178068, 0.00395962, -0.000459776, 
21200,	0.469417,	1.09297e-06, -0.00542442, 0.00177638, 0.00395807, -0.00047192, 
21300,	0.46953,	1.16006e-06, -0.00539205, 0.00177219, 0.00395631, -0.000483848, 
21400,	0.469649,	1.22609e-06, -0.00536005, 0.00176809, 0.00395434, -0.000495564, 
21500,	0.469775,	1.29109e-06, -0.0053284, 0.00176408, 0.00395217, -0.000507072, 
21600,	0.469908,	1.35508e-06, -0.00529711, 0.00176017, 0.00394979, -0.000518375, 
21700,	0.470046,	1.41807e-06, -0.00526616, 0.00175634, 0.00394722, -0.000529477, 
21800,	0.470191,	1.48009e-06, -0.00523555, 0.00175259, 0.00394446, -0.000540381, 
21900,	0.470342,	1.54114e-06, -0.00520528, 0.00174894, 0.00394151, -0.00055109, 
22000,	0.4705,	1.60125e-06, -0.00517535, 0.00174536, 0.00393837, -0.000561608, 
22100,	0.470663,	1.66042e-06, -0.00514573, 0.00174186, 0.00393506, -0.000571938, 
22200,	0.470832,	1.71869e-06, -0.00511644, 0.00173844, 0.00393157, -0.000582083, 
22300,	0.471007,	1.77606e-06, -0.00508747, 0.0017351, 0.00392792, -0.000592047, 
22400,	0.471187,	1.83254e-06, -0.0050588, 0.00173184, 0.00392409, -0.000601832, 
22500,	0.471373,	1.88817e-06, -0.00503044, 0.00172864, 0.00392011, -0.000611441, 
22600,	0.471565,	1.94294e-06, -0.00500239, 0.00172552, 0.00391597, -0.000620878, 
22700,	0.471762,	1.99687e-06, -0.00497462, 0.00172247, 0.00391167, -0.000630146, 
22800,	0.471964,	2.04998e-06, -0.00494716, 0.00171948, 0.00390722, -0.000639246, 
22900,	0.472172,	2.10228e-06, -0.00491998, 0.00171656, 0.00390262, -0.000648183, 
23000,	0.472385,	2.15379e-06, -0.00489308, 0.00171371, 0.00389789, -0.000656959, 
23100,	0.472602,	2.20451e-06, -0.00486646, 0.00171092, 0.00389301, -0.000665576, 
23200,	0.472825,	2.25447e-06, -0.00484011, 0.00170819, 0.00388799, -0.000674037, 
23300,	0.473053,	2.30367e-06, -0.00481404, 0.00170552, 0.00388284, -0.000682345, 
23400,	0.473286,	2.35213e-06, -0.00478823, 0.00170291, 0.00387757, -0.000690503, 
23500,	0.473524,	2.39986e-06, -0.00476268, 0.00170035, 0.00387216, -0.000698512, 
23600,	0.473766,	2.44687e-06, -0.0047374, 0.00169785, 0.00386663, -0.000706376, 
23700,	0.474013,	2.49317e-06, -0.00471236, 0.00169541, 0.00386099, -0.000714097, 
23800,	0.474265,	2.53878e-06, -0.00468758, 0.00169302, 0.00385522, -0.000721678, 
23900,	0.474521,	2.58371e-06, -0.00466304, 0.00169068, 0.00384934, -0.00072912, 
24000,	0.474782,	2.62796e-06, -0.00463875, 0.00168839, 0.00384336, -0.000736425, 
24100,	0.475047,	2.67155e-06, -0.00461469, 0.00168615, 0.00383726, -0.000743598, 
24200,	0.475316,	2.7145e-06, -0.00459087, 0.00168395, 0.00383106, -0.000750638, 
24300,	0.47559,	2.7568e-06, -0.00456729, 0.00168181, 0.00382475, -0.000757549, 
24400,	0.475867,	2.79847e-06, -0.00454393, 0.00167971, 0.00381835, -0.000764334, 
24500,	0.476149,	2.83953e-06, -0.00452079, 0.00167765, 0.00381184, -0.000770993, 
24600,	0.476435,	2.87998e-06, -0.00449788, 0.00167564, 0.00380525, -0.000777529, 
24700,	0.476725,	2.91982e-06, -0.00447519, 0.00167366, 0.00379856, -0.000783944, 
24800,	0.477019,	2.95908e-06, -0.00445271, 0.00167173, 0.00379178, -0.00079024, 
24900,	0.477317,	2.99776e-06, -0.00443045, 0.00166984, 0.00378492, -0.000796419, 
25000,	0.477619,	3.03587e-06, -0.00440839, 0.00166799, 0.00377797, -0.000802484, 
25100,	0.477924,	3.07341e-06, -0.00438654, 0.00166617, 0.00377094, -0.000808435, 
25200,	0.478234,	3.1104e-06, -0.0043649, 0.00166439, 0.00376383, -0.000814275, 
25300,	0.478546,	3.14685e-06, -0.00434345, 0.00166265, 0.00375664, -0.000820006, 
25400,	0.478863,	3.18277e-06, -0.0043222, 0.00166094, 0.00374937, -0.000825629, 
25500,	0.479183,	3.21815e-06, -0.00430114, 0.00165926, 0.00374204, -0.000831146, 
25600,	0.479507,	3.25302e-06, -0.00428028, 0.00165762, 0.00373463, -0.000836559, 
25700,	0.479834,	3.28738e-06, -0.00425961, 0.00165601, 0.00372715, -0.00084187, 
25800,	0.480164,	3.32123e-06, -0.00423912, 0.00165443, 0.00371961, -0.00084708, 
25900,	0.480498,	3.3546e-06, -0.00421881, 0.00165288, 0.003712, -0.000852191, 
26000,	0.480835,	3.38747e-06, -0.00419869, 0.00165135, 0.00370433, -0.000857204, 
26100,	0.481175,	3.41986e-06, -0.00417874, 0.00164986, 0.0036966, -0.000862122, 
26200,	0.481519,	3.45179e-06, -0.00415897, 0.00164839, 0.00368881, -0.000866946, 
26300,	0.481866,	3.48324e-06, -0.00413937, 0.00164696, 0.00368097, -0.000871677, 
26400,	0.482216,	3.51424e-06, -0.00411995, 0.00164554, 0.00367306, -0.000876316, 
26500,	0.482569,	3.54479e-06, -0.00410069, 0.00164415, 0.00366511, -0.000880866, 
26600,	0.482925,	3.5749e-06, -0.0040816, 0.00164279, 0.0036571, -0.000885328, 
26700,	0.483284,	3.60457e-06, -0.00406267, 0.00164145, 0.00364904, -0.000889703, 
26800,	0.483646,	3.63381e-06, -0.0040439, 0.00164013, 0.00364094, -0.000893993, 
26900,	0.48401,	3.66262e-06, -0.00402529, 0.00163883, 0.00363279, -0.000898198, 
27000,	0.484378,	3.69102e-06, -0.00400684, 0.00163756, 0.00362459, -0.000902321, 
27100,	0.484749,	3.71901e-06, -0.00398855, 0.0016363, 0.00361635, -0.000906363, 
27200,	0.485122,	3.74659e-06, -0.0039704, 0.00163507, 0.00360807, -0.000910324, 
27300,	0.485498,	3.77377e-06, -0.00395241, 0.00163385, 0.00359975, -0.000914207, 
27400,	0.485877,	3.80057e-06, -0.00393457, 0.00163266, 0.00359138, -0.000918013, 
27500,	0.486258,	3.82697e-06, -0.00391687, 0.00163148, 0.00358299, -0.000921742, 
27600,	0.486642,	3.85299e-06, -0.00389931, 0.00163032, 0.00357455, -0.000925396, 
27700,	0.487029,	3.87864e-06, -0.0038819, 0.00162918, 0.00356608, -0.000928977, 
27800,	0.487418,	3.90392e-06, -0.00386463, 0.00162805, 0.00355758, -0.000932485, 
27900,	0.487809,	3.92883e-06, -0.0038475, 0.00162694, 0.00354904, -0.000935922, 
28000,	0.488204,	3.95338e-06, -0.00383051, 0.00162584, 0.00354048, -0.000939288, 
28100,	0.4886,	3.97758e-06, -0.00381365, 0.00162476, 0.00353189, -0.000942585, 
28200,	0.488999,	4.00143e-06, -0.00379692, 0.00162369, 0.00352326, -0.000945814, 
28300,	0.4894,	4.02494e-06, -0.00378033, 0.00162264, 0.00351461, -0.000948976, 
28400,	0.489804,	4.04811e-06, -0.00376386, 0.0016216, 0.00350594, -0.000952073, 
28500,	0.49021,	4.07094e-06, -0.00374752, 0.00162057, 0.00349724, -0.000955104, 
28600,	0.490618,	4.09345e-06, -0.00373131, 0.00161955, 0.00348852, -0.000958072, 
28700,	0.491029,	4.11563e-06, -0.00371523, 0.00161855, 0.00347977, -0.000960976, 
28800,	0.491441,	4.13749e-06, -0.00369926, 0.00161755, 0.00347101, -0.000963819, 
28900,	0.491856,	4.15904e-06, -0.00368342, 0.00161657, 0.00346222, -0.000966602, 
